movieid,moviename,rating,languages,duration,genres,cast,cinema,format,showtime,booking_link
1164,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",Al Jimi Mall,Kids,['3:30pm'],['https://uae.voxcinemas.com/booking/0039-117587']
1165,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",City Centre Ajman,Kids,"['2:45pm', '8:00pm']","['https://uae.voxcinemas.com/booking/0004-282120', 'https://uae.voxcinemas.com/booking/0004-282122']"
1166,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",City Centre Al Zahia,Kids,"['3:10pm', '5:35pm']","['https://uae.voxcinemas.com/booking/0055-153210', 'https://uae.voxcinemas.com/booking/0055-153211']"
1167,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",City Centre Mirdif,Kids,"['4:00pm', '8:50pm']","['https://uae.voxcinemas.com/booking/0005-555841', 'https://uae.voxcinemas.com/booking/0005-555843']"
1168,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",Dubai Festival City Mall,Standard,['2:50pm'],['https://uae.voxcinemas.com/booking/0105-57099']
1169,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",Mall of the Emirates,Kids,"['3:05pm', '5:35pm', '8:05pm']","['https://uae.voxcinemas.com/booking/0002-561864', 'https://uae.voxcinemas.com/booking/0002-561865', 'https://uae.voxcinemas.com/booking/0002-561866']"
1170,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",The Galleria Al Maryah Island,Kids,['5:00pm'],['https://uae.voxcinemas.com/booking/0046-243731']
1171,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",The Galleria Al Maryah Island,Standard,['2:45pm'],['https://uae.voxcinemas.com/booking/0046-243881']
1172,Lilo & Stitch,PG,English,110 min,"Family, Science Fiction, Comedy, Adventure","Maia Kealoha, Sydney Agudong, Chris Sanders",Yas Mall - Abu Dhabi,Kids,"['5:55pm', '8:20pm']","['https://uae.voxcinemas.com/booking/0012-487122', 'https://uae.voxcinemas.com/booking/0012-487123']"
1173,M3gan 2.0,15+,English,120 min,"Action, Science Fiction, Thriller","Jenna Davis, Allison Williams, Violet McGraw",City Centre Mirdif,Standard,['11:25pm'],['https://uae.voxcinemas.com/booking/0005-555815']
1174,Maa,PG15,Hindi,145 min,Drama,"Divya Dutta, Gurpreet Ghuggi, Gippy Grewal",City Centre Deira,Standard,"['9:00pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0001-605754', 'https://uae.voxcinemas.com/booking/0001-605805']"
1175,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",Abu Dhabi Mall - Abu Dhabi,Standard,['3:40pm'],['https://uae.voxcinemas.com/booking/0036-82377']
1176,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",Burjuman,Premium,['5:10pm'],['https://uae.voxcinemas.com/booking/0013-275551']
1177,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",Burjuman,Standard,['7:00pm'],['https://uae.voxcinemas.com/booking/0013-275207']
1178,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",City Centre Deira,Standard,['5:30pm'],['https://uae.voxcinemas.com/booking/0001-605763']
1179,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",City Centre Sharjah,Premium,['6:40pm'],['https://uae.voxcinemas.com/booking/0035-155908']
1180,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['2:15pm', '3:30pm', '5:45pm', '7:00pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0015-230941', 'https://uae.voxcinemas.com/booking/0015-230927', 'https://uae.voxcinemas.com/booking/0015-230866', 'https://uae.voxcinemas.com/booking/0015-230940', 'https://uae.voxcinemas.com/booking/0015-230690']"
1181,Metro... In Dino,PG15,Hindi,160 min,"Drama, Romance, Comedy","Anupam Kher, Neena Gupta, Pankaj Tripathi",Wafi Mall at Wafi City,Kids,['10:30pm'],['https://uae.voxcinemas.com/booking/0057-114561']
1182,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",City Centre Al Zahia,Standard,['8:00pm'],['https://uae.voxcinemas.com/booking/0055-153124']
1183,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",City Centre Deira,Standard,['10:15pm'],['https://uae.voxcinemas.com/booking/0001-605727']
1184,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",City Centre Mirdif,Standard,['11:15pm'],['https://uae.voxcinemas.com/booking/0005-556016']
1185,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",Dubai Festival City Mall,Standard,"['2:25pm', '9:40pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0105-57431', 'https://uae.voxcinemas.com/booking/0105-57430', 'https://uae.voxcinemas.com/booking/0105-57137']"
1186,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",Mall of the Emirates,Premier,['11:50pm'],['https://uae.voxcinemas.com/booking/0002-561785']
1187,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",Nakheel Mall,Standard,['10:45pm'],['https://uae.voxcinemas.com/booking/0049-171160']
1188,Mission: Impossible - The Final Reckoning,PG13,English,170 min,"Action, Adventure, Thriller","Tom Cruise, Hayley Atwell, Ving Rhames",The Galleria Al Maryah Island,Standard,"['6:45pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0046-243844', 'https://uae.voxcinemas.com/booking/0046-243845']"
1189,Ne Zha 2,18TC,Arabic,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",City Centre Mirdif,Standard,['2:45pm'],['https://uae.voxcinemas.com/booking/0005-555812']
1190,Ne Zha 2,18TC,Arabic,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Mall of the Emirates,Premier,['3:55pm'],['https://uae.voxcinemas.com/booking/0002-561672']
1191,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Al Hamra Mall - Ras Al Khaimah,Standard,['2:30pm'],['https://uae.voxcinemas.com/booking/0009-193613']
1192,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Burjuman,Premium,['3:20pm'],['https://uae.voxcinemas.com/booking/0013-275468']
1193,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",City Centre Ajman,Standard,['3:20pm'],['https://uae.voxcinemas.com/booking/0004-282085']
1194,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",City Centre Al Zahia,Standard,['5:00pm'],['https://uae.voxcinemas.com/booking/0055-153123']
1195,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",City Centre Fujairah,Premium,['5:00pm'],['https://uae.voxcinemas.com/booking/0006-294248']
1196,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",City Centre Mirdif,Standard,"['5:45pm', '8:15pm']","['https://uae.voxcinemas.com/booking/0005-555813', 'https://uae.voxcinemas.com/booking/0005-556402']"
1197,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Dubai Festival City Mall,Standard,"['3:15pm', '6:25pm', '8:00pm']","['https://uae.voxcinemas.com/booking/0105-57050', 'https://uae.voxcinemas.com/booking/0105-57051', 'https://uae.voxcinemas.com/booking/0105-57412']"
1198,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Mall of the Emirates,Kids,['11:40pm'],['https://uae.voxcinemas.com/booking/0002-562737']
1199,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Mall of the Emirates,Premier,['7:05pm'],['https://uae.voxcinemas.com/booking/0002-561673']
1200,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Nakheel Mall,Standard,['2:45pm'],['https://uae.voxcinemas.com/booking/0049-171157']
1201,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",The Galleria Al Maryah Island,Standard,"['4:15pm', '9:40pm']","['https://uae.voxcinemas.com/booking/0046-244905', 'https://uae.voxcinemas.com/booking/0046-244570']"
1202,Ne Zha 2,PG15,Mandarin,145 min,"Animation, Fantasy, Adventure, Action","Lu Yanting, Joseph, Han Mo",Yas Mall - Abu Dhabi,Kids,['10:45pm'],['https://uae.voxcinemas.com/booking/0012-487124']
1203,Nikita Roy,PG15,Hindi,125 min,"Mystery, Horror","Sonakshi Sinha, Paresh Rawal, Suhail Nayyar",Burjuman,Premium,"['5:05pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0013-275503', 'https://uae.voxcinemas.com/booking/0013-275505']"
1204,Nikita Roy,PG15,Hindi,125 min,"Mystery, Horror","Sonakshi Sinha, Paresh Rawal, Suhail Nayyar",City Centre Shindagha,Standard,['5:15pm'],['https://uae.voxcinemas.com/booking/0017-141837']
1205,Nikita Roy,PG15,Hindi,125 min,"Mystery, Horror","Sonakshi Sinha, Paresh Rawal, Suhail Nayyar",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['4:00pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0015-230671', 'https://uae.voxcinemas.com/booking/0015-230673']"
1206,Raveendra Nee Evide?,PG13,Malayalam,115 min,Comedy,"Anoop Menon, Sheelu Abraham, Dhyan Sreenivasan",Burjuman,Standard,"['2:20pm', '8:10pm']","['https://uae.voxcinemas.com/booking/0013-275173', 'https://uae.voxcinemas.com/booking/0013-275176']"
1207,Raveendra Nee Evide?,PG13,Malayalam,115 min,Comedy,"Anoop Menon, Sheelu Abraham, Dhyan Sreenivasan",City Centre Sharjah,Standard,"['4:00pm', '8:40pm', '11:10pm']","['https://uae.voxcinemas.com/booking/0035-155722', 'https://uae.voxcinemas.com/booking/0035-155724', 'https://uae.voxcinemas.com/booking/0035-155725']"
1208,Raveendra Nee Evide?,PG13,Malayalam,115 min,Comedy,"Anoop Menon, Sheelu Abraham, Dhyan Sreenivasan",City Centre Shindagha,Standard,['9:15pm'],['https://uae.voxcinemas.com/booking/0017-141767']
1209,Raveendra Nee Evide?,PG13,Malayalam,115 min,Comedy,"Anoop Menon, Sheelu Abraham, Dhyan Sreenivasan",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['6:40pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0015-230667', 'https://uae.voxcinemas.com/booking/0015-230669']"
1210,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Abu Dhabi Mall - Abu Dhabi,Standard,"['8:30pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0036-82498', 'https://uae.voxcinemas.com/booking/0036-82415']"
1211,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Burjuman,Premium,['7:55pm'],['https://uae.voxcinemas.com/booking/0013-275438']
1212,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Burjuman,Standard,"['3:20pm', '4:30pm', '4:45pm', '6:40pm', '8:05pm', '10:00pm', '10:45pm', '11:25pm']","['https://uae.voxcinemas.com/booking/0013-275556', 'https://uae.voxcinemas.com/booking/0013-275337', 'https://uae.voxcinemas.com/booking/0013-275609', 'https://uae.voxcinemas.com/booking/0013-275555', 'https://uae.voxcinemas.com/booking/0013-275610', 'https://uae.voxcinemas.com/booking/0013-275554', 'https://uae.voxcinemas.com/booking/0013-275339', 'https://uae.voxcinemas.com/booking/0013-275611']"
1213,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Ajman,Standard,"['4:15pm', '7:00pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0004-282392', 'https://uae.voxcinemas.com/booking/0004-282252', 'https://uae.voxcinemas.com/booking/0004-282373']"
1214,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Al Zahia,Standard,"['8:30pm', '11:25pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0055-153386', 'https://uae.voxcinemas.com/booking/0055-153125', 'https://uae.voxcinemas.com/booking/0055-153090']"
1215,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Deira,GOLD,"['2:30pm', '3:00pm', '6:00pm', '6:30pm', '8:30pm', '9:30pm', '10:00pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0001-605985', 'https://uae.voxcinemas.com/booking/0001-605661', 'https://uae.voxcinemas.com/booking/0001-605984', 'https://uae.voxcinemas.com/booking/0001-605662', 'https://uae.voxcinemas.com/booking/0001-605666', 'https://uae.voxcinemas.com/booking/0001-605986', 'https://uae.voxcinemas.com/booking/0001-605663', 'https://uae.voxcinemas.com/booking/0001-605976']"
1216,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Deira,Standard,"['3:15pm', '4:15pm', '5:15pm', '6:30pm', '7:30pm', '8:30pm', '9:45pm', '10:20pm', '10:45pm', '11:59pm']","['https://uae.voxcinemas.com/booking/0001-605701', 'https://uae.voxcinemas.com/booking/0001-605705', 'https://uae.voxcinemas.com/booking/0001-605710', 'https://uae.voxcinemas.com/booking/0001-605702', 'https://uae.voxcinemas.com/booking/0001-605706', 'https://uae.voxcinemas.com/booking/0001-605711', 'https://uae.voxcinemas.com/booking/0001-605703', 'https://uae.voxcinemas.com/booking/0001-605977', 'https://uae.voxcinemas.com/booking/0001-605707', 'https://uae.voxcinemas.com/booking/0001-605804']"
1217,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Mirdif,Standard,"['4:50pm', '7:15pm', '8:10pm', '11:25pm']","['https://uae.voxcinemas.com/booking/0005-556293', 'https://uae.voxcinemas.com/booking/0005-555991', 'https://uae.voxcinemas.com/booking/0005-556413', 'https://uae.voxcinemas.com/booking/0005-556304']"
1218,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Sharjah,Premium,['9:50pm'],['https://uae.voxcinemas.com/booking/0035-155990']
1219,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Sharjah,Standard,"['4:00pm', '5:00pm', '7:20pm', '8:20pm', '10:35pm', '11:35pm']","['https://uae.voxcinemas.com/booking/0035-155987', 'https://uae.voxcinemas.com/booking/0035-155914', 'https://uae.voxcinemas.com/booking/0035-155986', 'https://uae.voxcinemas.com/booking/0035-155911', 'https://uae.voxcinemas.com/booking/0035-155985', 'https://uae.voxcinemas.com/booking/0035-155912']"
1220,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",City Centre Shindagha,Standard,"['3:00pm', '4:15pm', '6:00pm', '7:30pm', '8:15pm', '8:45pm', '10:45pm', '11:30pm', '11:59pm']","['https://uae.voxcinemas.com/booking/0017-141902', 'https://uae.voxcinemas.com/booking/0017-141789', 'https://uae.voxcinemas.com/booking/0017-141909', 'https://uae.voxcinemas.com/booking/0017-141790', 'https://uae.voxcinemas.com/booking/0017-141888', 'https://uae.voxcinemas.com/booking/0017-141903', 'https://uae.voxcinemas.com/booking/0017-141791', 'https://uae.voxcinemas.com/booking/0017-141901', 'https://uae.voxcinemas.com/booking/0017-141913']"
1221,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Dubai Festival City Mall,Standard,"['3:20pm', '10:15pm', '10:30pm']","['https://uae.voxcinemas.com/booking/0105-57068', 'https://uae.voxcinemas.com/booking/0105-57070', 'https://uae.voxcinemas.com/booking/0105-57429']"
1222,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['3:10pm', '4:05pm', '5:30pm', '6:30pm', '7:25pm', '9:00pm', '9:45pm', '10:45pm']","['https://uae.voxcinemas.com/booking/0015-230870', 'https://uae.voxcinemas.com/booking/0015-230865', 'https://uae.voxcinemas.com/booking/0015-230939', 'https://uae.voxcinemas.com/booking/0015-230867', 'https://uae.voxcinemas.com/booking/0015-230651', 'https://uae.voxcinemas.com/booking/0015-230933', 'https://uae.voxcinemas.com/booking/0015-230660', 'https://uae.voxcinemas.com/booking/0015-230868']"
1223,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Mall of the Emirates,Premier,['12:15am'],['https://uae.voxcinemas.com/booking/0002-562870']
1224,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Mercato,Standard,['3:15pm'],['https://uae.voxcinemas.com/booking/0007-183383']
1225,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Nakheel Mall,Standard,['10:00pm'],['https://uae.voxcinemas.com/booking/0049-171525']
1226,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Reem Mall - Abu Dhabi,Standard,"['4:00pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0104-34471', 'https://uae.voxcinemas.com/booking/0104-34473']"
1227,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Wafi Mall at Wafi City,GOLD,"['2:30pm', '3:30pm', '7:15pm', '8:45pm']","['https://uae.voxcinemas.com/booking/0057-114610', 'https://uae.voxcinemas.com/booking/0057-114593', 'https://uae.voxcinemas.com/booking/0057-114609', 'https://uae.voxcinemas.com/booking/0057-114629']"
1228,Saiyaara,PG15,Hindi,160 min,"Romance, Drama","Ahaan Panday, Aneet Padda, Varun Badola",Wafi Mall at Wafi City,Standard,"['2:30pm', '4:00pm', '5:45pm', '7:00pm', '8:15pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0057-114583', 'https://uae.voxcinemas.com/booking/0057-114620', 'https://uae.voxcinemas.com/booking/0057-114597', 'https://uae.voxcinemas.com/booking/0057-114055', 'https://uae.voxcinemas.com/booking/0057-114596', 'https://uae.voxcinemas.com/booking/0057-114562']"
1229,Sarbala Ji,PG13,Punjabi,155 min,"Action, Drama","Gippy Grewal, Ammy Virk, Nimrat Khaira",Burjuman,Standard,"['8:15pm', '12:00am']","['https://uae.voxcinemas.com/booking/0013-275307', 'https://uae.voxcinemas.com/booking/0013-275111']"
1230,Sarbala Ji,PG13,Punjabi,155 min,"Action, Drama","Gippy Grewal, Ammy Virk, Nimrat Khaira",City Centre Ajman,Standard,"['3:50pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0004-282393', 'https://uae.voxcinemas.com/booking/0004-282253']"
1231,Sarbala Ji,PG13,Punjabi,155 min,"Action, Drama","Gippy Grewal, Ammy Virk, Nimrat Khaira",City Centre Deira,Standard,['11:45pm'],['https://uae.voxcinemas.com/booking/0001-605720']
1232,Sarbala Ji,PG13,Punjabi,155 min,"Action, Drama","Gippy Grewal, Ammy Virk, Nimrat Khaira",City Centre Sharjah,Premium,['4:10pm'],['https://uae.voxcinemas.com/booking/0035-155880']
1233,Sarbala Ji,PG13,Punjabi,155 min,"Action, Drama","Gippy Grewal, Ammy Virk, Nimrat Khaira",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['2:15pm', '7:45pm']","['https://uae.voxcinemas.com/booking/0015-230683', 'https://uae.voxcinemas.com/booking/0015-230685']"
1234,Sardaar Ji 3,PG13,Punjabi,145 min,"Adventure, Comedy, Horror","Diljit Dosanjh, Neeru Bajwa, Hania Aamir",Burjuman,Standard,"['5:15pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0013-275306', 'https://uae.voxcinemas.com/booking/0013-275308']"
1235,Sardaar Ji 3,PG13,Punjabi,145 min,"Adventure, Comedy, Horror","Diljit Dosanjh, Neeru Bajwa, Hania Aamir",City Centre Ajman,Standard,['10:30pm'],['https://uae.voxcinemas.com/booking/0004-282389']
1236,Sardaar Ji 3,PG13,Punjabi,145 min,"Adventure, Comedy, Horror","Diljit Dosanjh, Neeru Bajwa, Hania Aamir",City Centre Deira,Standard,"['2:30pm', '8:45pm']","['https://uae.voxcinemas.com/booking/0001-605764', 'https://uae.voxcinemas.com/booking/0001-605719']"
1237,Sardaar Ji 3,PG13,Punjabi,145 min,"Adventure, Comedy, Horror","Diljit Dosanjh, Neeru Bajwa, Hania Aamir",City Centre Sharjah,Standard,['8:05pm'],['https://uae.voxcinemas.com/booking/0035-155689']
1238,Sardaar Ji 3,PG13,Punjabi,145 min,"Adventure, Comedy, Horror","Diljit Dosanjh, Neeru Bajwa, Hania Aamir",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['7:00pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0015-230936', 'https://uae.voxcinemas.com/booking/0015-230686']"
1239,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",Abu Dhabi Mall - Abu Dhabi,Kids,['10:00pm'],['https://uae.voxcinemas.com/booking/0036-82454']
1240,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",Burjuman,Premium,"['4:35pm', '11:10pm']","['https://uae.voxcinemas.com/booking/0013-275437', 'https://uae.voxcinemas.com/booking/0013-275439']"
1241,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",City Centre Ajman,Standard,['7:30pm'],['https://uae.voxcinemas.com/booking/0004-282250']
1242,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",City Centre Deira,Standard,"['5:15pm', '8:30pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0001-605723', 'https://uae.voxcinemas.com/booking/0001-605724', 'https://uae.voxcinemas.com/booking/0001-605725']"
1243,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",City Centre Mirdif,Standard,['10:30pm'],['https://uae.voxcinemas.com/booking/0005-556294']
1244,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",City Centre Sharjah,Standard,"['4:50pm', '11:05pm']","['https://uae.voxcinemas.com/booking/0035-155688', 'https://uae.voxcinemas.com/booking/0035-155690']"
1245,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",Dubai Festival City Mall,Standard,['7:00pm'],['https://uae.voxcinemas.com/booking/0105-57136']
1246,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",MEGAPLEX(Cineplex Grand Hyatt),Standard,['9:00pm'],['https://uae.voxcinemas.com/booking/0015-230677']
1247,Sitaare Zameen Par,PG13,Hindi,160 min,"Comedy, Drama","Aamir Khan, Genelia D'Souza, Dolly Ahluwalia",Wafi Mall at Wafi City,Standard,['3:45pm'],['https://uae.voxcinemas.com/booking/0057-114054']
1248,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Abu Dhabi Mall - Abu Dhabi,Kids,"['3:30pm', '5:40pm', '7:50pm']","['https://uae.voxcinemas.com/booking/0036-82451', 'https://uae.voxcinemas.com/booking/0036-82452', 'https://uae.voxcinemas.com/booking/0036-82453']"
1249,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Abu Dhabi Mall - Abu Dhabi,Standard,"['2:20pm', '4:30pm']","['https://uae.voxcinemas.com/booking/0036-82309', 'https://uae.voxcinemas.com/booking/0036-82310']"
1250,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Al Hamra Mall - Ras Al Khaimah,MAX,"['3:30pm', '5:45pm']","['https://uae.voxcinemas.com/booking/0009-193402', 'https://uae.voxcinemas.com/booking/0009-193403']"
1251,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Al Hamra Mall - Ras Al Khaimah,Standard,"['2:25pm', '4:35pm', '7:15pm', '9:10pm']","['https://uae.voxcinemas.com/booking/0009-193539', 'https://uae.voxcinemas.com/booking/0009-193540', 'https://uae.voxcinemas.com/booking/0009-193704', 'https://uae.voxcinemas.com/booking/0009-193705']"
1252,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Al Jimi Mall,Kids,"['6:00pm', '8:15pm', '10:30pm']","['https://uae.voxcinemas.com/booking/0039-117588', 'https://uae.voxcinemas.com/booking/0039-117589', 'https://uae.voxcinemas.com/booking/0039-117590']"
1253,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Al Jimi Mall,MAX,['2:30pm'],['https://uae.voxcinemas.com/booking/0039-117783']
1254,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Al Jimi Mall,Standard,"['4:15pm', '6:30pm']","['https://uae.voxcinemas.com/booking/0039-117629', 'https://uae.voxcinemas.com/booking/0039-117630']"
1255,Smurfs,PG,English,95 min,"Animation, Family, Fantasy","Rihanna, James Corden, Nick Offerman",Burjuman,Kids,"['3:20pm', '5:30pm', '7:40pm', '9:50pm']","['https://uae.voxcinemas.com/booking/0013-275107', 'https://uae.voxcinemas.com/booking/0013-275108', 'https://uae.voxcinemas.com/booking/0013-275109', 'https://uae.voxcinemas.com/booking/0013-275110']"
